"Sr. No.","State","Work","Vendor Name","IDA","Hon'ble Member Of Parliament","Expenditure Date","Constituency","Work Status","Work Id","Fund Disbursed Amount ( ₹ )"
"5656","Uttar Pradesh","Street lights","SHRI GURU KRIPA NARSINGH ASSOCIATES","BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA)","NEERAJ MAURYA","02-Jan-2025","AONLA","Payment Success","WS/MP18201/2024-2025/141045","10,17,636"
"5657","Uttar Pradesh","Street lights","SHRI GURU KRIPA NARSINGH ASSOCIATES","BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA)","NEERAJ MAURYA","02-Jan-2025","AONLA","Payment Success","WS/MP18201/2024-2025/141045","10,17,636"
"5658","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","SRIJAN CONSTRUCTION","GONDA(DISTRICT MAGISTRATE GONDA_IDA)","KARAN BHUSHAN SINGH","06-Sep-2025","KAISERGANJ","Payment Success","WS/MP18339/2024-2025/141961","5,54,183"
"5659","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","SRIJAN CONSTRUCTION","GONDA(DISTRICT MAGISTRATE GONDA_IDA)","KARAN BHUSHAN SINGH","17-Feb-2025","KAISERGANJ","Payment Success","WS/MP18339/2024-2025/141966","7,52,535"
"5660","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","SRIJAN CONSTRUCTION","GONDA(DISTRICT MAGISTRATE GONDA_IDA)","KARAN BHUSHAN SINGH","21-Jun-2025","KAISERGANJ","Payment Success","WS/MP18339/2024-2025/141966","5,14,428"
"5661","Maharashtra","Construction of community centers and community halls","Pallavi harshal Darade","PARBHANI(DISTRICT COLLECTOR PARBHANI_IDA)","Sanjay Haribhau Jadhav","15-Jun-2025","PARBHANI","Payment Success","WS/MP681/2024-2025/145255","9,99,768"
"5662","Chhattisgarh","Purchase of IT systems, including hardware and software for educational purposes","Bagalamukhi Enterprises Private Limited","SURGUJA(Collector Surguja_IDA)","CHINTAMANI MAHARAJ","04-Feb-2025","SARGUJA(ST)","Payment Success","WS/MP18354/2024-2025/138486","4,99,500"
"5663","Bihar","Construction of boundary walls of existing public and community buildings","Assistant Engineer Buxar","BUXAR(DISTRICT PLANNING OFFICER BUXAR_IDA)","SUDHAKAR SINGH","14-Jan-2026","BUXAR","Payment Success","WS/MP18032/2025-2026/137005","13,97,011"
"5664","Bihar","Installing tube-wells and borewells","Assistant Engineer Dumraon","BUXAR(DISTRICT PLANNING OFFICER BUXAR_IDA)","SUDHAKAR SINGH","17-Feb-2025","BUXAR","Payment Success","WS/MP18032/2024-2025/137010","1,83,187"
"5665","Bihar","Construction of community centers and community halls","Assistant Engineer Buxar","BUXAR(DISTRICT PLANNING OFFICER BUXAR_IDA)","SUDHAKAR SINGH","18-Jun-2025","BUXAR","Payment Success","WS/MP18032/2024-2025/137006","2,26,617"
"5666","Bihar","Construction of community centers and community halls","Assistant Engineer Buxar","BUXAR(DISTRICT PLANNING OFFICER BUXAR_IDA)","SUDHAKAR SINGH","11-Sep-2025","BUXAR","Payment Success","WS/MP18032/2024-2025/137006","6,75,460"
"5667","Bihar","Construction of community centers and community halls","Assistant Engineer Buxar","BUXAR(DISTRICT PLANNING OFFICER BUXAR_IDA)","SUDHAKAR SINGH","02-Feb-2026","BUXAR","Payment Success","WS/MP18032/2024-2025/137006","5,86,899"
"5668","Chhattisgarh","Purchase of IT systems, including hardware and software for educational purposes","Bagalamukhi Enterprises Private Limited","SURGUJA(Collector Surguja_IDA)","CHINTAMANI MAHARAJ","23-Jan-2025","SARGUJA(ST)","Payment Success","WS/MP18354/2024-2025/138487","5,00,000"
"5669","Chhattisgarh","Purchase of IT systems, including hardware and software for educational purposes","Bagalamukhi Enterprises Private Limited","SURGUJA(Collector Surguja_IDA)","CHINTAMANI MAHARAJ","04-Feb-2025","SARGUJA(ST)","Payment Success","WS/MP18354/2024-2025/138487","4,99,500"
"5670","Uttar Pradesh","Installing hand pumps","MS GYANCHAND","KAUSHAMBI(DISTRICT MAGISTRAE KAUSHAMBI_IDA)","PUSHPENDRA SAROJ","21-Aug-2025","KAUSHAMBI(SC)","Payment Success","WS/MP18225/2024-2025/144603","44,349"
"5671","Uttar Pradesh","Installing hand pumps","MS GYANCHAND","KAUSHAMBI(DISTRICT MAGISTRAE KAUSHAMBI_IDA)","PUSHPENDRA SAROJ","20-Dec-2025","KAUSHAMBI(SC)","Payment Success","WS/MP18225/2024-2025/144603","29,571"
"5672","Uttar Pradesh","Installing hand pumps","MS GYANCHAND","KAUSHAMBI(DISTRICT MAGISTRAE KAUSHAMBI_IDA)","PUSHPENDRA SAROJ","21-May-2025","KAUSHAMBI(SC)","Payment Success","WS/MP18225/2024-2025/144609","44,349"
"5673","Uttar Pradesh","Installing hand pumps","MS GYANCHAND","KAUSHAMBI(DISTRICT MAGISTRAE KAUSHAMBI_IDA)","PUSHPENDRA SAROJ","22-Dec-2025","KAUSHAMBI(SC)","Payment Success","WS/MP18225/2024-2025/144609","29,571"
"5674","Uttar Pradesh","Installing hand pumps","MS GYANCHAND","KAUSHAMBI(DISTRICT MAGISTRAE KAUSHAMBI_IDA)","PUSHPENDRA SAROJ","21-Aug-2025","KAUSHAMBI(SC)","Payment Success","WS/MP18225/2024-2025/144611","44,349"
"5675","Uttar Pradesh","Installing hand pumps","MS GYANCHAND","KAUSHAMBI(DISTRICT MAGISTRAE KAUSHAMBI_IDA)","PUSHPENDRA SAROJ","22-Dec-2025","KAUSHAMBI(SC)","Payment Success","WS/MP18225/2024-2025/144611","29,571"
"5676","Uttar Pradesh","Installing hand pumps","MS GYANCHAND","KAUSHAMBI(DISTRICT MAGISTRAE KAUSHAMBI_IDA)","PUSHPENDRA SAROJ","21-May-2025","KAUSHAMBI(SC)","Payment Success","WS/MP18225/2024-2025/144688","44,349"
"5677","Uttar Pradesh","Installing hand pumps","MS GYANCHAND","KAUSHAMBI(DISTRICT MAGISTRAE KAUSHAMBI_IDA)","PUSHPENDRA SAROJ","22-Dec-2025","KAUSHAMBI(SC)","Payment Success","WS/MP18225/2024-2025/144688","29,571"
"5678","Arunachal Pradesh","Construction of buildings for training institutions","B G Traders","LOHIT(DEPUTY COMMISSIONER LOHIT_IDA)","Shri Tapir Gao","03-May-2025","ARUNACHAL EAST","Payment Success","WS/MP313/2024-2025/138767","5,70,979"
"5679","Maharashtra","Construction of community centers and community halls","PRADDEP  MANE","LATUR(DISTRICT COLLECTOR LATUR_IDA)","DR KALGE SHIVAJI BANDAPPA","06-Feb-2026","LATUR(SC)","Payment Success","WS/MP18323/2025-2026/144107","14,94,640"
"5680","Telangana","Street lights","DORNALA ANJAIAH","YADADRI BHUVANAGIRI(DISTRICT COLLECTOR YADADRI BHUVANAGIRI_IDA)","CHAMALA KIRAN KUMAR REDDY","30-Jan-2025","BHONGIR","Payment Success","WS/MP18338/2024-2025/148629","99,906"
"5681","Arunachal Pradesh","Construction of footpaths and pedestrian ways","Ipe Basar","LOWER SIANG(Deputy Commisioner Lower Siang_IDA)","Shri Tapir Gao","18-Mar-2025","ARUNACHAL EAST","Payment Success","WS/MP313/2024-2025/140993","2,00,000"
"5682","Arunachal Pradesh","Construction of footpaths and pedestrian ways","Gopu Nyodu Basar","LOWER SIANG(Deputy Commisioner Lower Siang_IDA)","Shri Tapir Gao","18-Mar-2025","ARUNACHAL EAST","Payment Success","WS/MP313/2024-2025/140993","2,00,000"
"5683","Arunachal Pradesh","Construction of footpaths and pedestrian ways","Pejum Basar","LOWER SIANG(Deputy Commisioner Lower Siang_IDA)","Shri Tapir Gao","18-Mar-2025","ARUNACHAL EAST","Payment Success","WS/MP313/2024-2025/140993","2,00,000"
"5684","Arunachal Pradesh","Construction of footpaths and pedestrian ways","Eyum Basar","LOWER SIANG(Deputy Commisioner Lower Siang_IDA)","Shri Tapir Gao","18-Mar-2025","ARUNACHAL EAST","Payment Success","WS/MP313/2024-2025/140993","2,00,000"
"5685","Kerala","Construction of buildings for crèches and anganwadies","Ashok Kumar M A","ALAPPUZHA(DISTRICT COLLECTOR ALAPPUZHA_IDA)","K. C VENUGOPAL","15-Nov-2025","ALAPPUZHA","Payment Success","WS/MP18095/2025-2026/139296","4,82,031"
"5686","Kerala","Purchase of vans and buses for educational institutions","VE Commercial Vehicles Ltd","ALAPPUZHA(DISTRICT COLLECTOR ALAPPUZHA_IDA)","K. C VENUGOPAL","09-Oct-2025","ALAPPUZHA","Payment Success","WS/MP18095/2025-2026/139280","21,47,764"
"5687","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","MS MADANPAL SINGH","DEORIA(DISTRICT MAGISTRATE DEORIA)","SHASHANK MANI","24-Jun-2025","DEORIA","Payment Success","WS/MP18211/2024-2025/145471","2,61,464"
"5688","Uttar Pradesh","Lighting of public spaces","RAJ CUNSTRUCTION AND SUPPLIER","BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA)","CHANDRA SHEKHAR","17-Nov-2024","NAGINA(SC)","Payment Success","WS/MP18404/2024-2025/142572","1,42,031"
"5689","Uttar Pradesh","Lighting of public spaces","RAJ CUNSTRUCTION AND SUPPLIER","BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA)","CHANDRA SHEKHAR","17-Dec-2024","NAGINA(SC)","Payment Success","WS/MP18404/2024-2025/142572","47,838"
"5690","Uttar Pradesh","Lighting of public spaces","RAJ CUNSTRUCTION AND SUPPLIER","BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA)","CHANDRA SHEKHAR","17-Nov-2024","NAGINA(SC)","Payment Success","WS/MP18404/2024-2025/142575","1,42,031"
"5691","Uttar Pradesh","Lighting of public spaces","RAJ CUNSTRUCTION AND SUPPLIER","BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA)","CHANDRA SHEKHAR","17-Dec-2024","NAGINA(SC)","Payment Success","WS/MP18404/2024-2025/142575","47,838"
"5692","Uttar Pradesh","Lighting of public spaces","RAJ CUNSTRUCTION AND SUPPLIER","BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA)","CHANDRA SHEKHAR","18-Nov-2024","NAGINA(SC)","Payment Success","WS/MP18404/2024-2025/142580","1,42,031"
"5693","Uttar Pradesh","Lighting of public spaces","RAJ CUNSTRUCTION AND SUPPLIER","BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA)","CHANDRA SHEKHAR","17-Dec-2024","NAGINA(SC)","Payment Success","WS/MP18404/2024-2025/142580","47,838"
"5694","Uttar Pradesh","Lighting of public spaces","RAJ CUNSTRUCTION AND SUPPLIER","BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA)","CHANDRA SHEKHAR","18-Nov-2024","NAGINA(SC)","Payment Success","WS/MP18404/2024-2025/142582","1,42,031"
"5695","Rajasthan","Purchase of IT systems, including hardware and software for educational purposes","SUMAN INFO","NAGAUR(DISTRICT COLLECTOR NAGAUR_IDA)","Shri Hanuman Beniwal","26-Mar-2025","NAGAUR","Payment Success","WS/MP386/2024-2025/142488","91,940"
"5696","Rajasthan","Purchase of IT systems, including hardware and software for educational purposes","Symbiosis Computer Visions","NAGAUR(DISTRICT COLLECTOR NAGAUR_IDA)","Shri Hanuman Beniwal","26-Mar-2025","NAGAUR","Payment Success","WS/MP386/2024-2025/142488","21,350"
"5697","Rajasthan","Purchase of IT systems, including hardware and software for educational purposes","SHREE COMPUTERS","NAGAUR(DISTRICT COLLECTOR NAGAUR_IDA)","Shri Hanuman Beniwal","29-Mar-2025","NAGAUR","Payment Success","WS/MP386/2024-2025/142488","1,47,813"
"5698","Rajasthan","Construction of rooms and halls in school and colleges","BR TREDING COMPANY","NAGAUR(DISTRICT COLLECTOR NAGAUR_IDA)","Shri Hanuman Beniwal","26-Dec-2025","NAGAUR","Payment Success","WS/MP386/2024-2025/142507","5,31,113"
"5699","Uttar Pradesh","Street lights","BHAGWATI CHAND","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","PRIYA SAROJ","23-Jan-2025","MACHHLISHAHR(SC)","Payment Success","WS/MP18228/2024-2025/147073","41,756"
"5700","Uttar Pradesh","Street lights","BHAGWATI CHAND","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","PRIYA SAROJ","23-Jan-2025","MACHHLISHAHR(SC)","Payment Success","WS/MP18228/2024-2025/147075","41,756"
"5701","Uttar Pradesh","Street lights","BHAGWATI CHAND","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","PRIYA SAROJ","23-Jan-2025","MACHHLISHAHR(SC)","Payment Success","WS/MP18228/2024-2025/147094","20,879"
"5702","Uttar Pradesh","Street lights","BHAGWATI CHAND","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","PRIYA SAROJ","23-Jan-2025","MACHHLISHAHR(SC)","Payment Success","WS/MP18228/2024-2025/147098","20,879"
"5703","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","PASUNJ GRAM PANCHAYAT","AHMADABAD(DISTRICT COLLECTOR AHMADABAD_IDA)","Devusinh Jesingbhai Chauhan","22-Apr-2025","KHEDA","Payment Success","WS/	 MP005/2024-2025/145074","4,50,000"
"5704","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","SHANTANU VASUDEVRAO NAVGHARE","PARBHANI(DISTRICT COLLECTOR PARBHANI_IDA)","Sanjay Haribhau Jadhav","07-May-2025","PARBHANI","Payment Success","WS/MP681/2024-2025/143975","6,99,957"
"5705","Kerala","Lighting of public spaces","KALLOOR ELECTRONICS AND  LIGHTING PVT LTD","IDUKKI(DISTRICT COLLECTOR IDUKKI_IDA)","Adv Dean Kuriakose","01-Sep-2025","IDUKKI","Payment Success","WS/MP353/2024-2025/144152","2,07,949"
"5706","Kerala","Construction of roads, link roads, pathways or any other road with or without drainage system","JOBIN GEORGE","IDUKKI(DISTRICT COLLECTOR IDUKKI_IDA)","Adv Dean Kuriakose","30-Oct-2025","IDUKKI","Payment Success","WS/MP353/2024-2025/144280","8,26,340"
"5707","Kerala","Construction of roads, link roads, pathways or any other road with or without drainage system","ARJUN VIJAYAN","IDUKKI(DISTRICT COLLECTOR IDUKKI_IDA)","Adv Dean Kuriakose","16-Sep-2025","IDUKKI","Payment Success","WS/MP353/2024-2025/147637","17,48,919"
"5708","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","Motiram Dattarao Bobade","PARBHANI(DISTRICT COLLECTOR PARBHANI_IDA)","Sanjay Haribhau Jadhav","08-Sep-2025","PARBHANI","Payment Success","WS/MP681/2024-2025/143979","6,99,426"
"5709","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","IMRAN GULABKHA PATHAN","PARBHANI(DISTRICT COLLECTOR PARBHANI_IDA)","Sanjay Haribhau Jadhav","24-Apr-2025","PARBHANI","Payment Success","WS/MP681/2024-2025/143982","6,94,100"
"5710","West Bengal","Providing drains and gutters for public drainage","FISHCO","North 24 Parganas(DISTRICT MAGISTRATE NORTH TWENTY FOUR PARGANAS_IDA)","Kakoli Ghosh Dastidar","27-Jan-2026","BARASAT","Payment Success","WS/MP243/2024-2025/141115","5,79,309"
"5711","Uttar Pradesh","Installing hand pumps","MS GYANCHAND","KAUSHAMBI(DISTRICT MAGISTRAE KAUSHAMBI_IDA)","PUSHPENDRA SAROJ","21-May-2025","KAUSHAMBI(SC)","Payment Success","WS/MP18225/2024-2025/144699","44,349"
"5712","Uttar Pradesh","Installing hand pumps","MS GYANCHAND","KAUSHAMBI(DISTRICT MAGISTRAE KAUSHAMBI_IDA)","PUSHPENDRA SAROJ","22-Dec-2025","KAUSHAMBI(SC)","Payment Success","WS/MP18225/2024-2025/144699","29,571"
"5713","Uttar Pradesh","Installing hand pumps","MS GYANCHAND","KAUSHAMBI(DISTRICT MAGISTRAE KAUSHAMBI_IDA)","PUSHPENDRA SAROJ","21-Aug-2025","KAUSHAMBI(SC)","Payment Success","WS/MP18225/2024-2025/144735","44,349"
"5714","Uttar Pradesh","Installing hand pumps","MS BARE LAL","KAUSHAMBI(DISTRICT MAGISTRAE KAUSHAMBI_IDA)","PUSHPENDRA SAROJ","23-Dec-2025","KAUSHAMBI(SC)","Payment Success","WS/MP18225/2024-2025/144354","29,579"
"5715","Uttar Pradesh","Installing hand pumps","VIVEK ENTERPRISES","KAUSHAMBI(DISTRICT MAGISTRAE KAUSHAMBI_IDA)","PUSHPENDRA SAROJ","20-May-2025","KAUSHAMBI(SC)","Payment Success","WS/MP18225/2024-2025/144356","44,356"
"5716","Uttar Pradesh","Installing hand pumps","VIVEK ENTERPRISES","KAUSHAMBI(DISTRICT MAGISTRAE KAUSHAMBI_IDA)","PUSHPENDRA SAROJ","23-Dec-2025","KAUSHAMBI(SC)","Payment Success","WS/MP18225/2024-2025/144356","29,578"
"5717","Uttar Pradesh","Installing hand pumps","MS BARE LAL","KAUSHAMBI(DISTRICT MAGISTRAE KAUSHAMBI_IDA)","PUSHPENDRA SAROJ","23-May-2025","KAUSHAMBI(SC)","Payment Success","WS/MP18225/2024-2025/144366","44,347"
"5718","Uttar Pradesh","Installing hand pumps","MS BARE LAL","KAUSHAMBI(DISTRICT MAGISTRAE KAUSHAMBI_IDA)","PUSHPENDRA SAROJ","23-Dec-2025","KAUSHAMBI(SC)","Payment Success","WS/MP18225/2024-2025/144366","29,579"
"5719","Tamil Nadu","Construction of additional rooms and halls in the existing public and community building","L G Arasu","THIRUVALLUR(DISTRICT COLLECTOR TIRUVALLUR_IDA)","Sasikanth Senthil","20-Aug-2025","TIRUVALLUR(SC)","Payment Success","WS/MP18186/2025-2026/141737","23,98,498"
"5720","Punjab","Purchase of mobile water tankers","Manu Krishi Udyog","BATHINDA(DEPUTY COMMISSIONER BHATINDA_IDA)","Smt Harsimrat Kaur Badal","07-Aug-2025","BHATINDA","Payment Success","WS/MP716/2024-2025/141822","4,00,000"
"5721","Punjab","Providing drains and gutters for public drainage","Hardeep Singh","BATHINDA(DEPUTY COMMISSIONER BHATINDA_IDA)","Smt Harsimrat Kaur Badal","25-May-2025","BHATINDA","Payment Success","WS/MP716/2024-2025/141390","93,720"
"5722","Punjab","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","Varinder Kumar Contractor","BATHINDA(DEPUTY COMMISSIONER BHATINDA_IDA)","Smt Harsimrat Kaur Badal","24-Jun-2025","BHATINDA","Payment Success","WS/MP716/2024-2025/141392","2,55,622"
"5723","Punjab","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","Balwinder singh","BATHINDA(DEPUTY COMMISSIONER BHATINDA_IDA)","Smt Harsimrat Kaur Badal","24-Jun-2025","BHATINDA","Payment Success","WS/MP716/2024-2025/141392","44,261"
"5724","Tamil Nadu","Lighting of public spaces","L G Arasu","THIRUVALLUR(DISTRICT COLLECTOR TIRUVALLUR_IDA)","Sasikanth Senthil","27-Oct-2025","TIRUVALLUR(SC)","Payment Success","WS/MP18186/2025-2026/141740","4,34,216"
"5725","Tamil Nadu","Construction of roads, link roads, pathways or any other road with or without drainage system","ABL CONSTRUCTIONS","THIRUVALLUR(DISTRICT COLLECTOR TIRUVALLUR_IDA)","Sasikanth Senthil","25-Jun-2025","TIRUVALLUR(SC)","Payment Success","WS/MP18186/2025-2026/141738","19,96,468"
"5726","Punjab","Installing community drinking water plants","J M Traders Bhucho mandi","BATHINDA(DEPUTY COMMISSIONER BHATINDA_IDA)","Smt Harsimrat Kaur Badal","14-Oct-2025","BHATINDA","Payment Success","WS/MP716/2024-2025/141814","68,000"
"5727","Punjab","Installing community drinking water plants","Jagseer Singh","BATHINDA(DEPUTY COMMISSIONER BHATINDA_IDA)","Smt Harsimrat Kaur Badal","14-Oct-2025","BHATINDA","Payment Success","WS/MP716/2024-2025/141814","32,000"
"5728","Kerala","Purchase of vans and buses for educational institutions","PSN Automobiles Pvt LTD","ALAPPUZHA(DISTRICT COLLECTOR ALAPPUZHA_IDA)","K. C VENUGOPAL","09-Oct-2025","ALAPPUZHA","Payment Success","WS/MP18095/2025-2026/139280","74,858"
"5729","Kerala","Setting up of laboratories","SIDCO","ALAPPUZHA(DISTRICT COLLECTOR ALAPPUZHA_IDA)","K. C VENUGOPAL","28-Nov-2025","ALAPPUZHA","Payment Success","WS/MP18095/2025-2026/141963","4,99,776"
"5730","Rajasthan","Construction of boundary walls of existing public and community buildings","ASHAPURA CONSTRUCTION CO","BIKANER(DISTRICT COLLECTOR BIKANER_IDA)","Shri Arjun Ram Meghwal","05-Jun-2025","BIKANER(SC)","Payment Success","WS/MP384/2024-2025/145494","5,18,382"
"5731","Rajasthan","Construction of common work sheds/ common covered sitting area","AAVANI ENTERPRISES","BIKANER(DISTRICT COLLECTOR BIKANER_IDA)","Shri Arjun Ram Meghwal","28-Apr-2025","BIKANER(SC)","Payment Success","WS/MP384/2024-2025/145413","9,86,935"
"5732","Rajasthan","Construction of community centers and community halls","SHRI TANOTRAY PUBALIC ACCEDMI SANSTHA HADAN","BIKANER(DISTRICT COLLECTOR BIKANER_IDA)","Shri Arjun Ram Meghwal","17-May-2025","BIKANER(SC)","Payment Success","WS/MP384/2024-2025/145491","4,93,519"
"5733","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","Ramkaran shushil kumar  construction company","BIKANER(DISTRICT COLLECTOR BIKANER_IDA)","Shri Arjun Ram Meghwal","04-Apr-2025","BIKANER(SC)","Payment Success","WS/MP384/2024-2025/147560","15,32,916"
"5734","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","Ramkaran shushil kumar  construction company","BIKANER(DISTRICT COLLECTOR BIKANER_IDA)","Shri Arjun Ram Meghwal","11-Aug-2025","BIKANER(SC)","Payment Success","WS/MP384/2024-2025/147560","9,65,843"
"5735","Kerala","Construction of roads, link roads, pathways or any other road with or without drainage system","ABDUL LATHEEF","ALAPPUZHA(DISTRICT COLLECTOR ALAPPUZHA_IDA)","K. C VENUGOPAL","03-Feb-2026","ALAPPUZHA","Payment Success","WS/MP18095/2025-2026/148832","9,73,033"
"5736","Rajasthan","Construction of rainwater harvesting structures","SHREE RAM ENTERPRISES","UDAIPUR(DISTRICT COLLECTOR UDAIPUR_IDA)","MANNA LAL RAWAT","11-Jan-2025","UDAIPUR(ST)","Payment Success","WS/MP18172/2024-2025/149133","39,000"
"5737","Telangana","Construction of boundary walls of existing public and community buildings","MARGAM SHARTH BABU","Jagitial(DISTRICT COLLECTOR JAGTIAL_IDA)","Arvind Dharmapuri","26-Oct-2024","NIZAMABAD","Payment Success","WS/MP761/2024-2025/146265","3,57,627"
"5738","Rajasthan","Construction of community centers and community halls","OMLESHVAR MAHADEV CONSTUCTION","DUNGARPUR(DISTRICT COLLECTOR DUNGARPUR_IDA)","RAJ KUMAR ROAT","01-Sep-2025","BANSWARA(ST)","Payment Success","WS/MP18313/2024-2025/146009","1,71,847"
"5739","Rajasthan","Construction of community centers and community halls","OMLESHVAR MAHADEV CONSTUCTION","DUNGARPUR(DISTRICT COLLECTOR DUNGARPUR_IDA)","RAJ KUMAR ROAT","24-Oct-2025","BANSWARA(ST)","Payment Success","WS/MP18313/2024-2025/146009","1,23,921"
"5740","Madhya Pradesh","Construction of common work sheds/ common covered sitting area","Cmo kanatafoad","DEWAS(DISTRICT COLLECTOR DEWAS_IDA)","Gyaneshwar Patil","04-Feb-2025","KHANDWA","Payment Success","WS/MP643/2024-2025/146356","1,20,000"
"5741","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","ASHOK KUMAR","BHARATPUR(DISTRICT COLLECTOR BHARATPUR_IDA)","SANJNA JATAV","07-Mar-2025","BHARATPUR(SC)","Payment Success","WS/MP18161/2024-2025/141091","5,415"
